reliable_contacts_ratio,proximity_to_defaulters_score,digital_network_engagement_score,social_connections_count,support_request_frequency,time_to_resume_upi_after_shock,emi_status_last_12_months,overdraft_usage_frequency,loan_repayment_ratio,yield_recovery_ratio,income_volatility_score,budgeting_habit_score,agritech_tool_usage,new_crop_adoption_flag,financial_optimism_index,stress_signal_intensity,in_cooperative
0.8431187157716176,0.3274305147184807,0.9317862552034836,20,7,15,3,8,0.8525454839515495,0.5677196590178709,0.25614573366574556,0.30594439159489095,1,0,0.48773629979295774,0.17932376009781614,0
0.617979807124664,0.9492629404372624,0.8624284606680167,39,0,3,1,3,0.931306296539148,1.1874447623905253,0.5343415944376003,0.6038059965902103,0,0,0.6600902438707402,0.6251896506011669,0
0.9666555089455133,0.45311678844150616,0.6545602745166981,31,0,2,4,2,0.829289265228832,0.5836262794518985,0.7171169457573615,0.22557548033406027,1,1,0.2598101320364856,0.35479535305121046,0
0.8801915877169277,0.23856274529284827,0.09865376958834648,45,4,10,4,2,0.846772736958306,1.0483199314245757,0.30479794538214255,0.617503564748904,1,1,0.3575466164536427,0.18215558584766112,0
0.8062834376131778,0.2813771568322492,0.9117580329094156,20,8,7,4,6,0.9154933762049426,0.6129976195321317,0.9564891963241466,0.25968431183631246,1,0,0.34680242407265127,0.6410011148206441,0
0.528035200259038,0.18783698568949803,0.8816180071181241,38,9,5,2,5,0.8416636862976906,0.7875799150687528,0.5192722559882345,0.43823183978764646,0,0,0.23475754918839964,0.14592215540246145,0
0.558036603990832,0.8615836976834665,0.1873797661460045,5,8,18,1,1,0.7688443457243163,0.6302715421895472,0.8134014167127216,0.8608812858782113,0,0,0.710396372329039,0.3090716919817116,0
0.7452969116804298,0.479129269545995,0.6578484284273741,21,2,28,2,5,0.9694837678596953,1.0123975793634625,0.07319010309869167,0.707672376524174,0,0,0.5724112094556023,0.6299808989141679,0
0.635128877846246,0.6966009498482058,0.8092346301899837,48,5,7,1,8,0.7886558044232941,1.0961760710842783,0.16273579266949778,0.2973068263374218,1,1,0.7252368612056206,0.6069373553859819,1
0.9496258293957363,0.3702491058733711,0.29391028239690864,26,1,19,4,7,0.919886132310384,0.7836754465738831,0.6594703055285772,0.9034499860058227,1,1,0.23550808397491796,0.26762625250579863,1
0.5649005116053183,0.8705578964551571,0.7237817187715176,39,5,4,4,7,0.9325821812318622,0.7889904443983797,0.15766870926972576,0.8723508167151869,0,1,0.013775781764479467,0.7094671182360509,0
0.6449958545257355,0.5143190739002079,0.6636381295845739,49,3,13,3,8,0.976199397618208,1.1595190400964133,0.5420397556325681,0.00023679878959448342,1,0,0.21336187663511375,0.9986603527213926,1
0.8194865067689755,0.5178478403250605,0.018624857910592207,49,3,26,4,7,0.7073929125990472,1.0404513996208002,0.2345511782198072,0.8819114480601671,0,0,0.729955983691062,0.4589455927415216,0
0.7918252255805402,0.22882980072061299,0.13776197306034588,42,8,29,0,0,0.9960371816767294,0.7192052894606137,0.5948722074567162,0.404784528495334,0,0,0.061096081472337804,0.8483333112472202,0
0.7766782996976422,0.7416355309458579,0.9145383059467753,36,1,25,4,4,0.7599768921503922,1.1123811062615427,0.21693588352490623,0.7947605801723037,0,1,0.4692578747209284,0.517707494576188,1
0.9102438205646303,0.2804026263304682,0.3249453561464404,47,4,6,2,9,0.7046721238977097,0.8483796027960624,0.6094360275190638,0.7424149465233907,1,1,0.055919787202598936,0.8317689121160862,1
0.865673399140803,0.2623088725304529,0.39134983274909396,12,2,18,4,5,0.8276725494607516,0.7680736153080258,0.7641598179863769,0.19812697744809593,0,0,0.9020253668314707,0.648233798752635,0
0.6071186764420005,0.05483675653618969,0.25442664124739667,45,8,9,4,7,0.7301590430536233,0.939659709955864,0.5593423041556439,0.7151083394657559,1,0,0.7960930250095851,0.16510165843464064,1
0.5586651907265089,0.3423048033661025,0.0009565383448353337,22,5,8,2,8,0.8355079150869018,0.8901662255492032,0.3601093312294459,0.5815091317095282,0,0,0.9628993097444941,0.24096373677573857,0
0.7265685011523696,0.548094413249021,0.8579097619900369,14,9,26,4,9,0.8179066707996334,0.7155413113988258,0.8612933466828252,0.7953833468636501,1,0,0.612625401056319,0.15578333171853165,1
0.7066090172861873,0.7243688171025197,0.8793142377119606,35,1,6,3,0,0.874528989651628,0.6242390607290833,0.40481090307268885,0.5688135769231573,0,1,0.23990225774867646,0.35813833225410274,0
0.9364899800025718,0.38877671651197154,0.8310457439370307,20,4,16,3,7,0.7287127242232426,0.9503598850343824,0.4717756917642213,0.5906543515730495,1,0,0.8003051757661573,0.4779665685640532,0
0.8703513137218413,0.09957924683714436,0.011772140705396228,8,3,7,4,9,0.9627123258095154,0.870454044425157,0.5339313854385277,0.2046852217291507,0,1,0.4457813546077857,0.16467806882694314,1
0.5387403089942918,0.44728308824876795,0.8629918123381718,49,0,1,2,2,0.9396795123606748,0.7332167474241148,0.5654809444297122,0.23740669858549168,0,0,0.8983002857311321,0.989711501278911,1
0.5960375417917806,0.3812490827081614,0.2360021074869001,34,6,28,1,8,0.7323112538988644,1.0819985710695557,0.3777160018615858,0.8136396399742315,0,0,0.10394692838695474,0.5217924708716648,0
0.9117520044156571,0.5985005441638402,0.7847586269940293,40,2,3,2,7,0.7487782549137948,0.6554112062445618,0.6973721960269627,0.9845272089539132,0,1,0.8917147214960468,0.6737958907662515,1
0.9291944509430895,0.04114772729570404,0.36606842698100583,8,1,20,4,8,0.8753946027587951,0.5820313767080716,0.08283264983163685,0.8862979000738578,0,0,0.10510184373517628,0.345325468306277,1
0.7148782899408703,0.8909014356772595,0.2638546036075532,46,9,15,1,4,0.833777808148346,0.6269436997274586,0.23934076388370806,0.1617977966093629,0,1,0.9501308286126819,0.7846852199608986,0
0.8829657628735308,0.3930625499242202,0.06893455144715832,33,6,12,3,0,0.7266695679712049,0.5431588769923549,0.18819537045343115,0.38521989530790035,1,0,0.3493808672040153,0.5515491151327943,1
0.6000229556825186,0.5846025130518758,0.0371011331428317,45,8,1,2,3,0.8817802485874396,1.0293163511468681,0.8752637099624404,0.06853335754023937,1,0,0.5576822157384042,0.6500294888609446,0
0.7205156337002858,0.4513004936084817,0.01465640166488591,47,3,26,1,3,0.7423893939993551,0.9871023889853469,0.35785772798354454,0.02249826883096917,1,0,0.978508379188446,0.8023763451876025,1
0.5946819539751509,0.6499787701391951,0.3864881754684073,40,8,17,1,7,0.9887267740634393,0.5041878499766137,0.5091000201556521,0.66956821618557,1,1,0.25460164491545234,0.07099865369461833,1
0.7676121388754,0.9103772405313995,0.6319273491632394,8,6,24,1,6,0.7151154577075376,0.5540897696018543,0.950907147957124,0.07086297637050931,0,1,0.8442434243056911,0.3170267108839482,0
0.7090507693598722,0.6259891049817055,0.12022423504550561,16,8,7,2,9,0.9719297127973172,0.8359820395332358,0.6892722233688585,0.6284872669237072,1,1,0.8071277543541086,0.18089225522180774,1
0.636536616314003,0.1347168391410133,0.012165243403188364,18,2,0,0,7,0.8301564974615154,0.5898723395078774,0.2288824034263396,0.35621495102005574,0,1,0.9398678366194598,0.5557031617980527,0
0.5084863920812686,0.23735037879008636,0.570655082648145,7,3,25,0,8,0.894298115771638,0.5718550755028712,0.20042111859791156,0.49001219110413197,1,1,0.41027214790215005,0.8023220368853208,1
0.8719121747183902,0.5923423218156619,0.8214558653543564,42,1,1,0,1,0.8427697599836664,0.6745520757869636,0.4972893527384974,0.24775844895532084,1,0,0.957984871652651,0.929858398135686,1
0.891512815377439,0.4655553240425778,0.785172306720846,48,9,27,1,0,0.7765863934553231,0.8381934516835221,0.28758304299247384,0.07219041841600093,1,0,0.6147278490720101,0.46885534548341945,1
0.5453505609799032,0.502275619472053,0.3023507213149714,36,7,0,0,8,0.7739410298569402,0.5405242404153503,0.0666407876643259,0.941330788953043,1,0,0.954179933762391,0.590081375243894,0
0.6535478112314144,0.022904087068554624,0.43214584856452154,5,7,1,3,2,0.8165815811870458,0.704199498252468,0.5130740226537012,0.19173620344913767,1,1,0.8975356232278625,0.7209844156250759,0
0.9299637218941832,0.16533313935496674,0.31224412574152627,43,2,14,2,5,0.7955755163277047,0.5315694105919939,0.14713310089302856,0.8420140149946741,0,0,0.9545457728359402,0.5908393529899009,0
0.9571909316639522,0.46948718990999627,0.8853239667581806,40,4,21,1,4,0.8197723205288815,1.0151421132308305,0.4276773903562475,0.9954626313781296,1,0,0.7974363992756022,0.4635856205293576,1
0.7325690121265473,0.7886955460976012,0.24673635762771684,5,6,20,2,8,0.7470514758385015,0.851581489863721,0.21751999524995924,0.014895526722854102,1,0,0.7822543027755899,0.8312119719069696,0
0.8719045481396474,0.12635087148154545,0.4508558132007757,37,0,6,3,1,0.9131649615410029,0.8894434037892738,0.1892819941856725,0.5689627134336556,1,1,0.7862711449074744,0.7247283615725735,1
0.8680490676949337,0.987627456646268,0.3533224002853136,41,6,15,4,4,0.9397871880725355,0.7419351227775094,0.9041633725645474,0.6102664701329436,1,0,0.0587270369617402,0.4133552604141826,0
0.9777804900205498,0.4726960101739952,0.9315061707605737,29,3,5,4,1,0.80332269689735,0.559108845906925,0.5432833415227382,0.37807683120204516,0,1,0.9756201850760716,0.13088633244780212,0
0.7869707304876106,0.8567174845091983,0.318907654515698,11,5,2,1,2,0.8605109500707913,0.9582305251606649,0.8101081982444229,0.39431416179399925,0,1,0.33570029484902975,0.9935837262217446,0
0.5619437093967519,0.9626093982571393,0.29673543397629143,6,1,7,2,3,0.8973897853964409,0.5148298418744447,0.9933085650577539,0.3709265959005833,0,1,0.6517418281121179,0.48116457078192687,1
